cluster_id,stock_code,stock_name,factual_title,factual_summary,representative_article,source_count,article_ids,source_urls,gold_label,label_reason
527,000660,SK하이닉스,"신용한 충북지사, 3주 내 도민 체감형 대형 프로젝트 발표 예고","신용한 충북지사는 2026년 7월 16일 청주 엔포드 호텔에서 열린 스마트경영포럼 정기조찬강연회에서 이르면 3주 내에 도민들이 체감할 수 있는 대형 프로젝트를 발표할 예정이라고 밝혔다. 그는 SK하이닉스 100조원 투자유치 등 대형 사업이 개인적으로는 체감하기 어려우나, 해당 프로젝트 발표 시 충북의 역동성을 도민들이 체감할 수 있을 것이라고 설명했다. 또한 충북 대전환을 위한 빌드업 단계로 반도체, 바이오, 2차전지 외 신규 업종 유치 및 벤처·중소 소상공인 지원을 위한 청사진을 제시했다.","신용한 충북지사 ""3주내 도민 체감형 대형 프로젝트 발표""",1,1072,https://ccdn.co.kr/news/articleView.html?idxno=1088971,,
528,000660,SK하이닉스,SK하이닉스·삼성전자 호남 반도체 투자 관련 온라인 댓글에서 전라도 혐오 표현 확산,"무등일보가 최근 1년간 네이버 뉴스 댓글 10만2천698개를 분석한 결과, 전라도 혐오 표현이 전체의 8.09%(6천602개)를 차지했으며, 이는 단순 비하를 넘어 정치·역사·경제 요소가 결합된 복합형 혐오로 나타났다. '7시', '남쪽나라', '청정구역' 등 지역 비하 은어와 밈(Meme)이 신고 회피를 위해 도그휘슬 형태로 진화하며 놀이 문화로 확산되고 있다. 전문가들은 지역 혐오가 자정 작용을 상실했다고 진단하고 법적·제도적 규제 등 전방위적 대책 마련이 시급하다고 지적했다.","'표현의 자유' 가면 쓴 전라도 혐오··· ""이미 곪을 대로 곪았다""",1,80,http://mdilbo.com/detail/c3QycN/757251,,
529,000660,SK하이닉스,이주희 동신대 총장 연임 취임 및 AI 중심 교육혁신·지역 산업 연계 비전 제시,"이주희 동신대학교 총장은 2026년 7월 19일 제10대 취임식을 갖고 4년 연임을 시작했다. 취임사에서 '경계를 넘어, 우리의 CORE를 세우다'를 비전으로 제시하며, AI 중심 교육혁신과 에너지AI·반도체·스마트헬스케어·글로컬 K-컬처 특성화 고도화를 추진하겠다고 밝혔다. 또한 전남광주통합특별시 출범, 삼성전자·SK하이닉스 반도체 클러스터 조성, 초대형 AI 데이터센터 구축 등 지역 대변화를 언급하며 지역 전략산업과 국가 미래산업을 이끌 인재 양성 계획을 제시했다.",‘연임’ 이주희 동신대 총장 “동신대만의 코어 확립…미래 인재 키울 것”,2,78|12490,http://kjdaily.com/article.php?aid=1784457145682619062|https://namdonews.com/news/articleView.html?idxno=917462,,
530,000660,SK하이닉스,"중국 CXMT, D램 시장 점유율 8%로 성장…삼성전자·SK하이닉스·마이크론 3강 위협","중국 토종 반도체 기업 CXMT는 2016년 안후이성 허페이에서 창업해 25억 달러(약 3조 7250억원)를 투자받아 2019년 말 첫 상업 생산을 시작했다. 2020년 국가반도체산업투자기금 2기 지원을 받았으며, D램 시장 점유율은 2025년 1분기 기준 8%로 2024년 1분기 3%에서 1년 만에 5%p 상승했다. CXMT는 파산한 독일 키몬다와 일본 엘피다메모리에서 특허와 인력을 확보했으며, 미국 수출 규제로 EUV 장비 사용이 제한되자 DUV 장비를 활용해 19나노에서 16나노 공정을 구현했다. 시장조사업체 카운터포인트리서치는 CXMT의 HBM 점유율을 2026년 0.4%, 2028년 3%로 전망했다.",'메모리 빅3 추격'…그뒤엔 '주이밍' 뚝심 있었다,1,74,https://edaily.co.kr/news/newspath.asp?newsid=01961446645516160,,
531,000660,SK하이닉스,"이천시, 고려대·서강대와 반도체 자율연구 프로그램 발표회 개최","경기 이천시는 2026년 7월 15일 고려대학교와 서강대학교가 함께하는 '반도체 자율연구(R&E) 프로그램 발표회'를 개최했다. 효양고와 이천고 학생 40명이 1학기 동안 두 대학 교수진의 지도를 받아 진행한 반도체 자율연구 결과를 팀별로 발표했으며, 전문가 특강, 캠퍼스 탐방, 멘토링, 자율연구, 결과 발표 등 단계별 교육과정을 통해 탐구 역량을 키우는 프로그램이다. 이천시는 2학기에도 이현고와 양정여고 학생들을 대상으로 프로그램을 이어갈 예정이다.","이천시, 고려대·서강대와 '반도체 자율연구 프로그램 발표회' 개최",1,1040,https://gukjenews.com/news/articleView.html?idxno=3639777,,
532,000660,SK하이닉스,"SK하이닉스, 청주시 사창동과 폐건전지 수거 캠페인 진행","충북 청주시 서원구 사창동은 2026년 7월 16일 폐건전지 수거 캠페인의 일환으로 SK하이닉스를 방문해 사업장에서 발생한 폐건전지와 폐배터리 800kg을 수거했다. 해당 캠페인은 청주시가 주관했으며, 수거된 폐기물은 환경 관리 차원에서 처리되었다.","사창동-SK하이닉스, 폐건전지 수거 캠페인",1,1021,http://cctimes.kr/news/articleView.html?idxno=917234,,
533,000660,SK하이닉스,"글로벌 헤지펀드, 3년 반 만에 최대 규모 반도체 주식 매수 전환","미국 반도체 주식 시장에서 글로벌 헤지펀드들이 최근 3년 반 만에 가장 빠른 속도로 대규모 매수를 재개했다. 골드만삭스 데이터에 따르면 지난주 미국 반도체 주식 매입 속도가 최근 3년 반 만에 최대 규모를 기록했으며, 이는 2주 연속 대규모 매도세 이후 나타난 반전이다. 엔비디아, TSMC, SK하이닉스 등 주요 반도체 기업을 대상으로 한 월가의 재베팅이 진행되고 있다.",[마켓인사이드] 반도체 고점론에도 헤지펀드가 다시 반도체를 사는 이유,1,1019,https://news2day.co.kr/article/20260719500091,,
534,000660,SK하이닉스,SK하이닉스 1Q 선물단일종목레버리지 일일 등락률 14일 중 12일 두 자릿수 기록,"SK하이닉스의 1Q 선물단일종목레버리지는 최근 23거래일 중 14거래일에 일일 등락률이 두 자릿수를 기록했으며, 7월 14일 장중에는 52주 최고가 대비 73.0% 낮은 1만 800원까지 하락했다가 다음 날 63.2% 상승한 것으로 나타났다.",[데일리 Talk] 기다리는 것도 베팅이 됐다,1,1009,https://m.skyedaily.com/news_view.html?ID=307903,,
535,000660,SK하이닉스,삼성전자 파운드리 인력 이탈 의향 조사 결과 공개 및 반도체 업계 채용 경쟁 심화,"삼성전자 최대 노조인 초기업노동조합 삼성전자 지부가 공개한 설문(응답자 8,297명)에서 반도체(DS)부문 파운드리 사업부 응답자의 81.5%가 2년 내 이직 의향이 있다고 답했다. SK하이닉스는 지난달 24일 총 54개 직무의 경력 채용 공고를 냈으며, 테크 연구개발(R&D) 직무 31개, HBM 설계, 시스템온칩(SoC), 파운드리 공정통합(PI) 등 비메모리 분야가 포함됐다. 삼성전자는 기흥·동탄·천안·평택·화성 반도체 사업장에서 82개 직군에서 세 자릿수 규모의 경력 직원을 모집 중이다.",삼성 파운드리發 인력 대이동 조짐…반도체 채용시장 들썩 - 월요신문,1,18,https://wolyo.co.kr/news/articleView.html?idxno=315228,,
536,000660,SK하이닉스,"이재용 삼성전자 회장과 최태원 SK하이닉스 회장, 반도체·AI 투자 계획 발표 후 이재명 대통령으로부터 경의 표해","2026년 7월 19일 중앙일보 보도에 따르면, 이재명 대통령은 최근 대규모 반도체 및 AI 투자 계획을 발표한 이재용 삼성전자 회장과 최태원 SK하이닉스 회장에게 허리를 굽혀 경의를 표한 것으로 전해졌다. 해당 장면은 역사적 의미를 지닌 것으로 평가되었으며, 이병철 삼성그룹 창업자의 73세 시절 반도체 사업 시작 당시와 비교되는 맥락이 제시되었다. 중앙일보 칼럼은 이병철 회장의 사업 동기와 국가 우선 철학을 인용하며, 당시 73세였던 이 회장이 반도체 사업을 통해 한국의 미래를 이끌 것임을 역설한 내용을 포함하고 있다.",[趙甲濟 칼럼] 73세 이병철 회장의 마지막 승부수 | 중앙일보,1,14,https://joongang.co.kr/article/25446312,,
537,000660,SK하이닉스,"코스피, 미국 기술주 약세와 중동 리스크로 급락 출발 후 외국인·기관 매수세에 낙폭 축소","20일 코스피는 미국 뉴욕 증시의 AI 반도체주 매도세와 중동 지역 긴장 고조로 장 초반 4% 이상 급락했으나, 외국인과 기관의 매수세가 유입되며 하락폭을 줄이고 있다. 오전 9시 20분 기준 코스피는 전 거래일 대비 26.31포인트(0.39%) 하락한 6,794.29를 기록했으며, 개장 시 177.02포인트(2.60%) 하락한 6,643.58에서 시작해 장중 한때 6,515.24까지 떨어졌다가 회복했다. 코스닥은 전 거래일 대비 18.63포인트(2.35%) 하락한 773.21로 출발했으며, 개인과 기관이 순매수한 반면 외국인은 순매도했다. 삼천당제약은 FDA의 제네릭 개발 사전 협의 소식에 29.82% 급등했다.","코스피, 6500선까지 하락하며 마감…코스피·코스닥 동반 급락",95,5171|5072|5069|5059|5056|5046|5042|5035|5032|5021|5022|5009|5003|5573|5564|5550|5536|5523|5517|5515|5508|5507|5505|5496|5489|6072|5484|5483|5583|6064|6023|6014|6009|6683|6993|7503|7500|7497|8013|8002|7987|7984|8524|8494|9576|9557|9546|9548|9543|9538|9536|9533|9535|9532|9531|9526|9522|9521|9514|9510|9517|9515|9509|9503|9500|9496|9493|9490|9489|9488|10178|10176|10080|10077|10074|10075|10069|10068|10058|10047|10050|10054|10042|10038|10031|10033|10027|10020|10004|9995|9991|9988|9987|10561|10556|10554|10552|10546|10541|10534|10536|10533|10523|10511|10506|10505|10502|10497|10491|11033|11032|11027|11026|11025|11023|10998|10993|11542|11524|11507|11500|11487|12020|12017|11986|12483|12991,https://gokorea.kr/news/articleView.html?idxno=872494|https://gokorea.kr/news/articleView.html?idxno=872516|https://segye.com/newsView/20260720507166?OutUrl=naver|https://ziksir.com/news/articleView.html?idxno=140466|http://hansbiz.co.kr/news/articleView.html?idxno=851104|https://cbci.co.kr/news/articleView.html?idxno=590285|http://weeklytoday.com/news/articleView.html?idxno=785900|http://seouleconews.com/news/articleView.html?idxno=92478|https://view.asiae.co.kr/article/2026072010100636531|https://news2day.co.kr/article/20260720500048|https://ezyeconomy.com/news/articleView.html?idxno=237684|https://ebn.co.kr/news/articleView.html?idxno=1716919|https://biz.heraldcorp.com/article/10813382?ref=naver|https://g-enews.com/view.php?ud=202607201058475098923c501012_1|https://industrynews.co.kr/news/articleView.html?idxno=83458|https://biz.newdaily.co.kr/site/data/html/2026/07/20/2026072000111.html|https://yna.co.kr/view/AKR20260720071200008?input=1195m|https://news1.kr/finance/general-stock/6232687|https://jeonmae.co.kr/news/articleView.html?idxno=1275814|https://hankyung.com/article/2026072041686|http://newsprime.co.kr/news/article.html?no=740750|https://businesspost.co.kr/BP?command=article_view&num=442623|http://wowtv.co.kr/NewsCenter/News/Read?articleId=A202607200108&t=NN|http://finomy.com/news/articleView.html?idxno=257570|https://news.einfomax.co.kr/news/articleView.html?idxno=4425792|https://newspim.com/news/view/20260720000525|https://ddaily.co.kr/page/view/2026072011314631628|https://biz.sbs.co.kr/article_hub/20000323324?division=NAVER|https://edaily.co.kr/news/newspath.asp?newsid=02322246645516488|https://newsis.com/view/NISX20260720_0003715107|https://ajunews.com/view/20260720114704572|https://news1.kr/finance/general-stock/6232755|https://munhwa.com/article/11603642?ref=naver|http://opinionnews.co.kr/news/articleView.html?idxno=141742|https://seoul.co.kr/news/economy/securities/2026/07/20/20260720500101?wlog_tag3=naver|https://magazine.hankyung.com/business/article/202607204354b|https://sidae.com/article/2026072012271040505|https://straightnews.co.kr/news/articleView.html?idxno=307267|https://etoday.co.kr/news/view/2605208|https://imaeil.com/page/view/2026072013285526294|https://edaily.co.kr/news/newspath.asp?newsid=02601046645516488|http://choicenews.co.kr/news/articleView.html?idxno=168418|https://kukinews.com/article/view/kuk202607200081|http://ftoday.co.kr/news/articleView.html?idxno=362289|https://seoul.co.kr/news/economy/securities/2026/07/20/20260720500175?wlog_tag3=naver|https://sidae.com/article/2026072014283138894|https://g-enews.com/view.php?ud=202607201544146276923c501012_1|https://gukjenews.com/news/articleView.html?idxno=3640605|https://news.tf.co.kr/read/economy/2344925.htm|https://view.asiae.co.kr/article/2026072015523499695|https://mt.co.kr/stock/2026/07/20/2026072015465315981|https://hankyung.com/article/2026072047086|https://dailian.co.kr/news/view/1668826?sc=Naver|https://ebn.co.kr/news/articleView.html?idxno=1717000|https://mk.co.kr/article/12102475|https://digitaltoday.co.kr/news/articleView.html?idxno=685341|https://edaily.co.kr/news/newspath.asp?newsid=03014326645516488|https://ajunews.com/view/20260720154404061|https://newspim.com/news/view/20260720000897|https://kado.net/news/articleView.html?idxno=2062068|https://news.einfomax.co.kr/news/articleView.html?idxno=4425830|https://sentv.co.kr/article/view/sentv202607200154|https://newsis.com/view/NISX20260720_0003715566|https://ezyeconomy.com/news/articleView.html?idxno=237720|https://etoday.co.kr/news/view/2605308|http://smedaily.co.kr/news/articleView.html?idxno=360539|http://wowtv.co.kr/NewsCenter/News/Read?articleId=A202607200180&t=NN|https://kgnews.co.kr/news/article.html?no=904472|http://opinionnews.co.kr/news/articleView.html?idxno=141765|https://ziksir.com/news/articleView.html?idxno=140560|https://mediapen.com/news/view/1111095|https://pinpointnews.co.kr/news/articleView.html?idxno=469803|https://viva100.com/article/20260720501149|https://sedaily.com/article/20069540?ref=naver|https://cstimes.com/news/articleView.html?idxno=713944|https://newsway.co.kr/news/view?ud=2026072016030106974|http://choicenews.co.kr/news/articleView.html?idxno=168420|http://beyondpost.co.kr/view.php?ud=202607201609386158be44c0aacd_30|https://news.kbs.co.kr/news/pc/view/view.do?ncd=8614972&ref=A|https://newsclaim.co.kr/news/articleView.html?idxno=3069803|https://lcnews.co.kr/news/articleView.html?idxno=205184|https://mydaily.co.kr/page/view/2026072016165741607|https://straightnews.co.kr/news/articleView.html?idxno=307286|https://yna.co.kr/view/AKR20260720119751008?input=1195m|https://news1.kr/finance/general-stock/6233053|https://economist.co.kr/article/view/ecn202607200034|http://issuenbiz.com/news/articleView.html?idxno=77964|https://newsworks.co.kr/news/articleView.html?idxno=847631|https://daejonilbo.com/news/articleView.html?idxno=2289108|https://dt.co.kr/article/12073687?ref=naver|https://joongangenews.com/news/articleView.html?idxno=533997|https://biz.heraldcorp.com/article/10814013?ref=naver|http://queen.co.kr/news/articleView.html?idxno=460505|https://ddaily.co.kr/page/view/2026072016292000129|https://mt.co.kr/stock/2026/07/20/2026072016265093360|https://smartbizn.com/news/articleView.html?idxno=148911|https://pinpointnews.co.kr/news/articleView.html?idxno=469849|http://newsian.co.kr/news/articleView.html?idxno=92472|https://news2day.co.kr/article/20260720500195|https://seoulfn.com/news/articleView.html?idxno=633700|http://the-biz.co.kr/news/articleView.html?idxno=724691|https://getnews.co.kr/news/articleView.html?idxno=875542|http://finomy.com/news/articleView.html?idxno=257626|https://polinews.co.kr/news/articleView.html?idxno=737446|https://kfenews.co.kr/news/articleView.html?idxno=660743|http://smarttimes.co.kr/news/articleView.html?idxno=47417|https://mediawatch.kr/news/article.html?no=260416|https://news.sbs.co.kr/news/endPage.do?cooper=NAVER&news_id=N1008665792&plink=ORI|https://greenpostkorea.co.kr/news/articleView.html?idxno=307126|https://delighti.co.kr/news/articleView.html?idxno=119198|http://segyebiz.com/newsView/20260720519210?OutUrl=naver|https://fntoday.co.kr/news/articleView.html?idxno=388432|https://donga.com/news/Economy/article/all/20260720/134329637/1|https://it.chosun.com/news/articleView.html?idxno=2023092166119|https://newsgn.com/news/articleView.html?idxno=563193|https://jeonmae.co.kr/news/articleView.html?idxno=1276073|https://hankookilbo.com/news/article/A2026072014110004161?did=NA|http://newstomato.com/ReadNews.aspx?inflow=N&no=1307636|https://futurechosun.com/?p=155095|https://koreareport.co.kr/news/articleView.html?idxno=51555|http://wikileaks-kr.org/news/articleView.html?idxno=189963|https://businesskorea.co.kr/news/articleView.html?idxno=273281|http://kwangju.co.kr/article.php?aid=1784538600801388005|http://sisafocus.co.kr/news/articleView.html?idxno=362737|https://hankyung.com/article/2026072051491|https://kbmaeil.com/article/20260720500757|https://jbnews.com/news/articleView.html?idxno=1507939,,
538,000660,SK하이닉스,"LS그룹, 일본 JCR로부터 A0(안정적) 신용등급 획득 및 재무 건전성 강화","㈜LS는 일본 대표 신용평가사 JCR로부터 'A0(안정적)' 신용등급을 획득했으며, 국내 3대 신용평가사는 무보증사채 신용등급 전망을 '안정적'에서 '긍정적'으로 상향 조정했다. LS전선은 미국 AI 데이터센터 및 신재생에너지 투자 확대에 따른 전력 인프라 수요 증가로 상반기 연결 기준 매출 1조6330억원, 영업이익 640억원을 기록하며 사상 최대 실적을 달성했다. LS MnM, LS일렉트릭 등 핵심 자회사들의 경기 변동 방어력과 선제적 리스크 관리가 평가 요인으로 작용했다.","㈜LS, 日 대표 신평사로부터 ‘A0’ 등급 획득",2,5164|9118,https://biz.heraldcorp.com/article/10813296?ref=naver|http://fnnews.com/news/202607201420186828,,
539,000660,SK하이닉스,빅터뉴스 코스피 시가총액 상위 15선 주간 주가 예측,"빅터뉴스는 2026년 7월 20일 기준 코스피 시가총액 상위 15개 종목(삼성전자, SK하이닉스, SK스퀘어, 삼성전기, 현대차, LG에너지솔루션, 삼성생명, 삼성물산, 삼성바이오로직스, HD현대중공업, SK, 두산에너빌리티, 기아, KB금융, 한화에어로스페이스)의 주간 예상고가와 예상저가를 발표했다. 지난주(7월 13일) 예상주가의 평균 고가와 저가 오차율은 각각 8.15%와 7.11%를 기록했다. 빅터뉴스는 이 예측치가 정밀한 수치가 아니며 일정 부분 예측 오차를 내포하고 있음을 명시했다.",<빅터뉴스 주가 예측>코스피 시가총액 상위 15선_7월 13일_오차율,1,5077|5064,https://bigtanews.co.kr/article/view/big202607200001|https://bigtanews.co.kr/article/view/big202607200002,,
540,000660,SK하이닉스,"소프트힐스, AI 디지털 트윈 솔루션 VIZZARDX와 VIZMaven 출시","소프트힐스는 Physical AI 기반의 차세대 Viewer Solution VIZZARDX와 Visible AI 기반의 인지적 통찰형 AI 플랫폼 VIZMaven을 제품화했다. VIZMaven은 Private LLM, Semantic 검색, RAG 및 MCP를 활용한 사내 포털·지식베이스 연계 기능을 제공하며, 기업 내부 데이터 유출 없이 안전한 사내 구축형 환경을 지원한다. VIZMaven은 3D 엔지니어링 데이터에 LLM과 MCP를 적용해 사용자와의 대화형 상호작용을 가능하게 한다.","첨단 기술의 융합 시대, 디지털 트윈과 AI 융합이 핵심이다",1,5142,http://engjournal.co.kr/news/articleView.html?idxno=3878,,
541,000660,SK하이닉스,한미의원연맹 방미 및 주요 기업 임원 동행,"한미의원연맹은 이번 주 미국을 방문하며, 대미 투자 및 쿠팡 관련 논의를 진행할 예정이다. 삼성, SK하이닉스, 한화 등 주요 기업 임원들도 방미 일정에 동행하는 것으로 알려졌다. 한미 양국은 3500억달러 규모 대미 투자 중 1500억달러를 조선 협력에 투입하기로 합의한 바 있다.","한미의원연맹, 이번주 방미...대미투자·쿠팡 등 논의 전망",1,5133,https://m-i.kr/news/articleView.html?idxno=1392835,,
542,000660,SK하이닉스,"SK하이닉스, 예탁금 감소와 AI 쇼크·美·이란 전면전 재격화로 저점매수 여력 부족","금융투자협회 자료에 따르면 2026년 3월 4일 기준 투자자예탁금은 132조 682억 원이었으나, 2026년 7월 10일 기준 105조 5757억 원으로 약 26조 5000억 원 감소했다. 중국 문샷AI의 오픈소스 LLM '키미 K3'가 글로벌 평가에서 1위를 기록하며 미국 AI 비즈니스 모델 수익성 우려가 확산되었고, 이로 인해 엔비디아를 포함한 필라델피아 반도체 지수가 10% 폭락했다. 또한 2026년 7월 17일 요르단 기지에서 이란 직접 타격으로 미군 3명이 사망하며 美·이란 전면전 재격화 위기가 발생했다.","""물탈 돈도 없는데"" … '도깨비 증시' 속 개미들 바닥난 예탁금에 저점매수는 '그림의 떡'",1,5044,https://biz.newdaily.co.kr/site/data/html/2026/07/20/2026072000058.html,,
543,000660,SK하이닉스,중동 소버린 AI 투자 확대로 SK하이닉스·삼성전자 메모리 수요 급증 전망,"메리츠증권은 19일 보고서에서 중동 소버린 AI 투자 계획이 구체화되며 2027년 공급난이 심화될 것이라고 밝혔다. 사우디 등 중동 소버린 AI 투자 주체들이 국내 메모리 업체들과 중장기 메모리 조달 계획을 협의하기 시작했으며, 구매 참여자 한 곳의 진입만으로도 수요 충족률이 3~5%씩 변화할 수 있다고 분석했다. 3분기 서버 D램 고정거래가격은 시장 기대치를 뛰어넘는 수준으로 상승할 전망이며, 특히 2분기에 고객 편의를 위해 가격을 낮게 매긴 회사일수록 하반기 인상 폭이 클 것으로 예상된다. 애플과 중화권 스마트폰 업체들도 하반기 성수기를 앞두고 메모리 조달에 차질을 빚고 있다.",메리츠 “중동 오일머니가 메모리 사러 왔다...키미 K3도 호재”,1,5029,https://chosun.com/economy/money/2026/07/20/NVZYAKYXRVB2ZLKJRGDI3ZO644,,
544,000660,SK하이닉스,"SK하이닉스 등 IT 대기업 밀집 경기 남부권, 주거 비용 부담 가중 및 신규 공급 수요 증가","SK하이닉크를 비롯한 삼성전자, 네이버, 카카오 등 주요 IT 대기업 거점이 경기 남부권에 집중되어 있으며, 판교테크노밸리 인근 과천·분당·판교 일대의 전용면적 84㎡ 아파트 매매가격이 27억~28억 원대에 거래되고 있다. DL이앤씨가 경기 성남 분당구 동원동에 공급하는 'e편한세상 분당 퍼스트빌리지'는 분양가 상한제를 적용한 공공택지로, 총 1400가구 중 467가구는 장기임대로 조성되며 약 4400가구 규모의 공공주택지구 중심축 역할을 할 예정이다.",분상제 신혼희망타운 ‘e편한세상 분당 퍼스트빌리지’ 청약 접수 진행,1,4984,https://dt.co.kr/article/12073581?ref=naver,,
545,000660,SK하이닉스,"현대차 주가 42% 하락, 로봇 기업 접근 필요성 제기","염승환 LS증권 이사는 현대차 주가가 고점 대비 약 42% 하락했으나, 이는 완성차 기업으로서의 밸류에이션 문제일 뿐 로봇 기업으로 접근하면 오히려 매수 구간이라고 진단했다. 현대차는 2028년 양산을 목표로 하는 로봇 사업을 추진 중이며, 미국 로봇 훈련센터와 보스턴다이내믹스 지분 변화가 향후 변수로 작용할 수 있다. 정부는 반도체, 데이터센터, 피지컬 AI를 '3대 메가프로젝트'로 제시하며 로봇 산업 성장 가능성을 뒷받침하고 있다.","42% 급락한 현대차 , 피크아웃?⋯""로봇으로 보면 지금이 기회"" [찐코노미...",1,5079,https://etoday.co.kr/news/view/2605135,,
546,000660,SK하이닉스,"국민의힘, 단일종목 레버리지 ETF 사태 김용범 정책실장 경질 촉구","국민의힘은 20일 국회에서 열린 최고위원회의에서 김용범 청와대 정책실장이 주도한 단일종목 레버리지 ETF(상장지수펀드) 사태에 대해 책임론을 제기하며 경질을 요구했다. 김용범 실장은 전날 방송 인터뷰에서 해당 상품 도입 목적을 자본시장 육성과 해외유출 자금 방지라고 설명했으나, 상장폐지는 어렵다고 일축했다. 기사들은 5월 ETF 출범 이후 16일까지 사이드카 18회, 서킷브레이커 5회 작동으로 투자자 수익률이 반토막 수준으로 하락했으며, 삼성전자·SK하이닉스가 코스피 시가총액의 50% 이상을 차지하는 특수한 상황에서 변동성 극단화가 발생했다고 지적했다. 금융위원회는 시장 안정을 위해 신규 레버리지 및 인버스 ETF 상장을 잠정 중단하고 예탁금 기준을 1000만 원에서 3000만 원으로 상향했다.","국민의힘 ""삼전닉스 ETF로 정부가 리딩방 운영…김용범 경질해야""",15,5682|5549|5521|6066|6062|6061|6493|7483|8509|8503|9542|10003|10512|11506|12501,https://magazine.hankyung.com/business/article/202607204037b|http://newstomato.com/ReadNews.aspx?inflow=N&no=1307553|https://mk.co.kr/article/12102252|https://seoul.co.kr/news/politics/2026/07/20/20260720500087?wlog_tag3=naver|http://breaknews.com/1222676|http://kookje.co.kr/news2011/asp/newsbody.asp?code=0100&key=20260720.99099005643|https://gukjenews.com/news/articleView.html?idxno=3640290|https://m-joongang.com/news/articleView.html?idxno=402801|https://hani.co.kr/arti/politics/politics_general/1269009.html|https://news.mtn.co.kr/news-detail/2026072014013182622|https://shinailbo.co.kr/news/articleView.html?idxno=5042474|https://busan.com/view/busan/view.php?code=2026072016193287765|https://hbnpress.com/news/view/1065598808031780|https://asiatoday.co.kr/kn/view.php?key=20260721010007150|https://kmib.co.kr/article/view.asp?arcid=1784533464&code=11121100&cp=nv,,
547,000660,SK하이닉스,"정부, 원화 국제화 로드맵 발표…내년 비거주자 간 원화 거래 허용",정부는 2026년 7월 19일 '원화 국제화 로드맵'을 발표하고 내년부터 비거주자 간 원화 거래를 허용한다고 밝혔다. 이에 따라 영국 런던에 거주하는 영국인 개인 투자자 홈즈씨는 A 금융회사 런던 본점의 원화 계좌를 통해 한국 주식시장에 상장된 SK하이닉스에 투자할 수 있게 되었다. 또한 2026년 7월 6일부터 국내 외환시장이 24시간 개방되어 해외 금융기관이 국내 시장 규칙에 따라 원화를 시간 제약 없이 거래할 수 있게 되었다.,"[원화 국제화, 30년 금기 깨다]①비로소 국경 넘는다…원화 위상, 경제 체급 못 미쳤던 이유는",1,5678,https://view.asiae.co.kr/article/2026071912583548113,,
548,000660,SK하이닉스,D램·낸드 공급 부족 지속 전망…2028년까지 수요 증가율이 공급 증가율 상회,"옴디아는 2026년 7월 20일 발표한 자료에서 2028년까지 D램과 낸드 시장 모두 수요 증가율이 공급 증가율을 웃돌 것으로 전망했다. D램의 경우 2025년 수요 증가율 32.5% 대비 공급 증가율 22.9%, 2026년 수요 증가율 34.4% 대비 공급 증가율 21.7%로 공급 부족이 지속될 것으로 예측했다. 낸드 시장은 AI 데이터센터 수요 확대로 2026년 수요 증가율 29.4% 대비 공급 증가율 21.2%로 전망되었으며, 기업용 스토리지 시장이 성장을 주도할 것으로 분석했다. 최태원 SK그룹 회장은 제주포럼 기자간담회에서 '아비규환'이라는 표현까지 사용하며 AI 관련 반도체 수요가 올해 대비 내년 최소 60~100% 증가할 것으로 예상했으나, 내년 공급량 증가는 거의 없을 것이라고 밝혔다.",D램 공급·수요 '미스매치'…삼성전자·SK하이닉스 '설비 증설' 필요성 더 커졌다,1,5570,https://financialpost.co.kr/news/articleView.html?idxno=267053,,
549,000660,SK하이닉스,"SK하이닉스 호황에 따른 세입 증가, 청주시 재원 분담 방안 협의 필요","인수위는 SK하이닉스 호황으로 인한 세입 증가분이 주로 청주시에 반영되는 구조임을 지적하며, 충북도와 청주시가 대규모 도비 사업에 대해 재원을 분담하고 공동 추진하는 방안을 협의해야 한다고 권고하였다. 또한 민선 9기 출범과 동시에 미편성 예산(공무원 인건비 미반영분 421억원, 출산육아수당 50억원, 재해구호기금 전출금 41억원 등)을 추가로 편성해야 하며, 이로 인한 실질적 재정 부담이 1000억원을 넘는다는 의견을 제시하였다. 인수위는 재정 정상화를 위해 세출 구조조정을 우선 검토할 것을 제안하였다.",인수위 40일 결론…‘재정 정상화’ 민선 9기 첫 시험대 - 공뉴스,1,5651,https://bzeronews.com/news/articleView.html?idxno=820237,,
