article_stock_id,article_id,stock_code,published_at,title,description,body_head,url,suggested_event_id,gold_event_id,label_status,label_note,reference_set_type,evaluation_eligible,qa_reason,qa_warning,event_size,event_start_at,event_end_at,split_unit_id,split_unit_size,split_unit_eligible_size,split_unit_event_count,split_unit_article_count,split_unit_start_at,split_unit_end_at
1512:000660,1512,000660,2026-07-19T00:15:00+00:00,"삼성, 올해 브랜드 가치 9% 오른 974억 달러…글로벌 빅테크 8위","국내 테크 브랜드 중 두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 로, 지난해보다 한 계단 오른 28위였습니다. 이어 LG가 8계단 내린 44위였고, 한국 기업으로 분류된 쿠팡이 한 계단 내려간 49위로...","삼성, 올해 브랜드 가치 9% 오른 974억 달러…글로벌 빅테크 8위 박재현 기자 Seoul 작성 2026.07.19 09:15 조회 조회수 이미지 확대하기 ▲ 삼성 서초 사옥 삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해보다 높아진 가치를 인정받으며 상위 10위에 들었습니다. 상위 100위 내에 포함된 한국 기업은 삼성을 비롯해 5곳으로 지난해와",https://news.sbs.co.kr/news/endPage.do?cooper=NAVER&news_id=N1008663731&plink=ORI,000660_evt_396,000660_gold_034,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1168:000660,1168,000660,2026-07-19T07:52:00+00:00,"삼성, 올해 브랜드 가치 9% 오른 974억달러…글로벌 빅테크 8위","가치 1위에 오른 기업은 미국 애플이었고, 마이크로소프트, 구글, 아마존이 각각 그 뒤를 이었습니다. 국내 테크 브랜드 중 두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 로, 지난해보다 한 계단 오른 28위였습니다.","브라우저가 video 태그를 지원하지 않습니다. 죄송하지만 다른 브라우저를 사용하여 주십시오. 브라우저가 오디오 태그를 지원하지 않습니다. 닫기 삼성이 영국 브랜드 평가 업체 '브랜드 파이낸스'가 발표한 올해 글로벌 빅테크 기업 가치 평가에서 세계 8위를 기록했습니다. 한국 기업으로서는 유일하게 10위 안에 들었으며, 금액으로 환산한 삼성의 브랜드 가치는",http://yonhapnewstv.co.kr/news/MYH20260719165126YLb,000660_evt_396,000660_gold_034,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1552:000660,1552,000660,2026-07-18T22:18:00+00:00,삼성 브랜드 가치 974억달러로 9% 성장…글로벌 테크 브랜드 8위 유지,"국내 기업 가운데서는 SK하이닉스 가 지난해보다 한 계단 상승한 28위에 올라 삼성에 이어 두 번째로 높은 순위를 기록했다. LG는 44위로 지난해보다 8계단 하락했고, 쿠팡은 49위, 네이버는 95위에 이름을 올렸다....",[한국강사신문 한상형 기자] 삼성의 브랜드 가치가 올해 약 9% 상승하며 글로벌 테크 기업 가운데 8위에 이름을 올렸다. 다만 인공지능(AI) 열풍을 등에 업은 엔비디아의 급성장으로 순위는 지난해보다 한 계단 내려갔다. 19일 업계에 따르면 영국 글로벌 브랜드 평가 전문기관 브랜드 파이낸스(Brand Finance)가 발표한 '2026년 글로벌 톱 100,https://lecturernews.com/news/articleView.html?idxno=206625,000660_evt_401,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
536:000660,536,000660,2026-07-19T00:56:00+00:00,"삼성, AI 반도체 경쟁력으로 브랜드 가치 974억달러…글로벌 테크 8위",브랜드 가치 9%↑…국내 기업 유일 글로벌 톱10 유지 SK하이닉스 ·쿠팡·네이버 선전…한국 브랜드 가치 세계 3위 AI 반도체가 판도 바꿨다…엔비디아·브로드컴 급부상 서울 서초구 삼성전자 서초사옥. 삼성은 영국...,"삼성, AI 반도체 경쟁력으로 브랜드 가치 974억달러…글로벌 테크 8위 브랜드 가치 9%↑…국내 기업 유일 글로벌 톱10 유지 SK하이닉스·쿠팡·네이버 선전…한국 브랜드 가치 세계 3위 AI 반도체가 판도 바꿨다…엔비디아·브로드컴 급부상 [뉴스투데이=박상미 기자] 삼성이 인공지능(AI) 반도체 경쟁력을 앞세워 글로벌 기술(테크) 브랜드 가치 8위에 올랐다",https://news2day.co.kr/article/20260719500021,000660_evt_401,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
455:000660,455,000660,2026-07-19T02:08:00+00:00,"삼성, 글로벌 테크 브랜드 가치 8위","삼성 외 한국의 주요 테크 브랜드로는 SK하이닉스 (28위), LG전자(44위), 네이버(95위)가 있다. 쿠팡(49위)도 한국 기업으로 분류됐다. 이에 한국은 100대 브랜드에 5개사를 올리며 미국(46곳), 중국(25곳), 일본(9곳)에...",삼성이 전 세계 테크(기술)기업 중 8위 수준의 브랜드 가치를 가진 것으로 나타났다. 19일 업계에 따르면 영국 글로벌 브랜드 평가 전문 컨설팅업체 ‘브랜드 파이낸스’는 최근 이 같은 내용의 ‘2026년 톱 100 테크 브랜드’를 발표했다. 삼성전자는 브랜드 가치 974억 1500만 달러(약 145조 원)로 8위를 기록했다. 10위권에 든 유일한 한국 기업,https://sedaily.com/article/20069068?ref=naver,000660_evt_401,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
230:000660,230,000660,2026-07-19T06:32:00+00:00,"삼성, 글로벌 테크 브랜드 가치 974억달러로 8위…AI 경쟁 속 톱10 수성","국내 기업 가운데서는 SK하이닉스 가 28위로 지난해보다 한 계단 상승하며 두 번째로 높은 순위를 기록했다. LG는 44위, 쿠팡은 49위에 올랐으며, 네이버는 다섯 계단 상승한 95위를 기록해 100위권에 포함됐다. 이로써...","［뉴시안= 이태영 기자］삼성이 글로벌 테크 브랜드 가치 평가에서 세계 8위에 오르며 국내 기업 가운데 유일하게 톱10에 이름을 올렸다. 브랜드 가치도 지난해보다 약 9% 증가했지만, 인공지능(AI) 산업 성장의 수혜를 입은 엔비디아가 급부상하면서 순위는 한 단계 낮아졌다. 삼성이 글로벌 테크 브랜드 가치 평가에서 세계 8위에 오르며 국내 기업 가운데 유일하",http://newsian.co.kr/news/articleView.html?idxno=92418,000660_evt_401,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
594:000660,594,000660,2026-07-18T22:27:00+00:00,"7월에만 국내 주식 12조원 던진 외국인, ‘이것’ 6000억 샀다","‘KODEX SK하이닉스 [000660]단일종목레버리지’(-790억원), ‘TIGER 미국S＆P500’(-485억원), ‘TIGER SK하이닉스 단일종목레버리지’(-464억원), ‘KODEX 삼성전자단일종목레버리지’(-365억원)는 외국인 ETF 순매도액...","경제 금융 7월에만 국내 주식 12조원 던진 외국인, ‘이것’ 6000억 샀다 이보희 기자 입력 2026-07-19 07:25 수정 기사 읽어주기 다시듣기 글씨 크기 조절 글자크기 설정 닫기 글자크기 설정 시 다른 기사의 본문도 동일하게 적용 됩니다. 프린트 공유하기 공유 페이스북 네이버블로그 엑스 카카오톡 밴드 https://www.seoul.co.kr/",https://seoul.co.kr/news/economy/finance/2026/07/19/20260719500005?wlog_tag3=naver,000660_evt_403,000660_gold_035,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
542:000660,542,000660,2026-07-19T00:44:00+00:00,"이달에만 국내 주식 12조원 던진 외국인, &#039;이것&#039; 6000억 담았다",외국인은 삼성전자 단일종목 레버리지 7종을 합쳐 227억원어치 순매수한 반면 SK하이닉스 단일종목 레버리지 7종은 1221억원어치 순매도했다. ETF 순매도 상위 종목에는 'KODEX SK하이닉스 단일종목레버리지...,[이코노미스트 박재우 기자] 외국인 투자자가 이달 들어 국내 주식을 12조원 넘게 순매도했지만 상장지수펀드(ETF)는 6000억원 가까이 순매수한 것으로 나타났다. 현물 주식은 대거 처분하면서도 ETF를 활용해 시장 위험을 관리하는 전략을 펼친 것으로 분석된다. 19일 한국거래소와 코스콤 CHECK에 따르면 지난 1~16일 외국인은 유가증권시장에서 12조1,https://economist.co.kr/article/view/ecn202607190003,000660_evt_403,000660_gold_035,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
1545:000660,1545,000660,2026-07-18T22:58:00+00:00,"삼성, 브랜드 가치 세계 8위","국내 테크 브랜드 중 두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 로, 지난해보다 한 계단 오른 28위였다. 이어 LG가 8계단 내린 44위였고, 한국 기업으로 분류된 쿠팡이 한 계단 내려간 49위로 나타났다. 100위...","한경BUSINESS 삼성, 브랜드 가치 세계 8위 페이스북 공유하기 엑스 공유하기 카카오톡 공유하기 공유옵션 더보기 공유하기 페이스북 엑스 카카오톡 네이버 밴드 다음카페 https://magazine.hankyung.com/business/article/202607192219b URL 복사 네이버 채널 구독 공유하기 레이어 닫기 폰트크기조정 폰트크기 가장",https://magazine.hankyung.com/business/article/202607192219b,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1518:000660,1518,000660,2026-07-19T00:03:00+00:00,"삼성 브랜드 가치, 글로벌 빅테크 중 8위…1위는?","두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 (28위)였으며, LG(44위) 네이버(95위)가 100위권에 이름을 올렸다. 해당 조사에서 한국 기업으로 분류된 쿠팡(49위)도 순위권에 들었다. 정상을 차지한 기업은 미국...","시사 전체기사 삼성 브랜드 가치, 글로벌 빅테크 중 8위…1위는? 입력: 2026-07-19 09:03 수정: 2026-07-19 13:30 공유하기 글자 크기 조정 英 브랜드 평가 업체 ‘브랜드 파이낸스’ 발표 1~5위 모두 미국 기업이 차지 100위권 진입 국내 기업은 5곳 연합뉴스 올해 글로벌 빅테크 기업 가치 평가에서 삼성이 국내 기업 중 유일하게",https://kmib.co.kr/article/view.asp?arcid=0030129624&code=61141411&cp=nv,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1507:000660,1507,000660,2026-07-19T00:24:00+00:00,"삼성, 올해 브랜드 가치 974억달러…글로벌 빅테크 8위","국내 테크 브랜드 중 두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 로, 지난해보다 한 계단 오른 28위였다. 이어 LG가 8계단 하락한 44위였고, 한국 기업으로 분류된 쿠팡은 한 계단 내려간 49위로 나타났다....",SNS 기사보내기 페이스북(으)로 기사보내기 트위터(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 기사저장 이 기사를 공유합니다 닫기 삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해보다 높아진 가치를 인정받으며 상위 10위에 이름을 올렸다. 상위 100위 안에 포함된 한국 기업은 삼성을 비롯해 5곳으로 지난해와,https://slist.kr/news/articleView.html?idxno=752648,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1472:000660,1472,000660,2026-07-19T01:42:00+00:00,삼성 올해 브랜드 가치 144조 달성 … 글로벌 빅테크 8위,"국내 기업 중에서는 SK하이닉스 의 상승세가 두드러졌다. SK하이닉스 의 브랜드 가치는 158억달러로 지난해보다 15% 늘었고, 순위는 한 계단 오른 28위를 기록했다. 브랜드파이낸스는 AI용 메모리 수요와 실적 개선이...",1년 전보다 9% 증가… 순위는 한 단계 하락 AI 열풍 탄 엔비디아 3계단 뛰어 삼성 추월 SK하이닉스는 28위… 한국 브랜드 5곳 포함 ▲ 삼성의 글로벌 브랜드 가치가 144조원에 달하는 것으로 조사되면서 글로벌 빅테크 중 8위에 올랐다.ⓒ뉴데일리 삼성의 글로벌 브랜드 가치가 144조원으로 평가돼 전세계 빅테크 가운데 8위에 올랐다. 19일 영국의 브랜,https://biz.newdaily.co.kr/site/data/html/2026/07/19/2026071900029.html,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
508:000660,508,000660,2026-07-19T01:50:00+00:00,"삼성, 올해 브랜드 가치 974억달러…세계 8위","삼성전자에 이어 SK하이닉스 가 28위로 한국 기업 가운데 두 번째로 높은 순위를 기록했고 LG는 44위, 쿠팡은 49위, 네이버는 95위에 올랐다. SK하이닉스 와 네이버는 지난해보다 각각 1계단, 5계단 상승한 반면 LG와...","매일일보 = 박철호 기자 | 이재명 대통령이 더불어민주당 전당대회 기탁금 인상 논란에 의견을 낸 것을 두고 한 네티즌이 당무개입을 지적하자 이 대통령은 ""당무개입이 아니다""라며 직... 매일일보 = 박철호 기자 | 최보윤 국민의힘 수석대변인은 19일 이재명 정부에서 출범한 이른바 '3대 특검'(내란·김건희·순직해병)과 2차 종합특검을 겨냥 ""정치보복용 특검",https://m-i.kr/news/articleView.html?idxno=1392666,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1210:000660,1210,000660,2026-07-19T06:32:00+00:00,"[M이코노미뉴스] 삼성, 올해 글로벌 빅테크 브랜드 가치 순위 8위",영국 브랜드 파이낸스 조사… SK하이닉스 1계단 상승 28위 기록 삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해 7위에서 8위로 한 단계 밀렸지만 가치평가 금액에서는 9% 가까이 상승한 것으로 나타났다. 19일...,삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해 7위에서 8위로 한 단계 밀렸지만 가치평가 금액에서는 9% 가까이 상승한 것으로 나타났다. 19일 업계에 따르면 영국의 글로벌 브랜드 평가 전문 컨설팅업체 '브랜드 파이낸스'가 최근 발표한 '2026년 톱 100 테크 브랜드'에서 삼성의 브랜드 가치는 세계 8위로 평가됐다. 10위 안에서 유일한 한국 기,https://m-economynews.com/news/article.html?no=68867,000660_evt_408,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
570:000660,570,000660,2026-07-18T23:58:00+00:00,"외국인, 국내 주식 12조원 매도…ETF는 6000억 순매수 왜?","외국인은 이달 1~16일 삼성전자 단일종목 레버리지 7종을 227억원 순매수한 반면, SK하이닉스 단일종목 레버리지 7종은 1221억원 순매도했다. 외국인 순매도 상위 ETF에는 △KODEX SK하이닉스 단일종목레버리지...",▲(사진=AI 생성) (chatgpt) 이달 들어 외국인 투자자가 국내 주식을 12조원 넘게 팔아치우는 동안 상장지수펀드(ETF)는 6000억원 가까이 사들인 것으로 나타났다. 지수 상승과 하락에 베팅하는 ETF를 동시에 담으며 변동성 장세에서 리스크를 줄이려는 전략으로 풀이된다. 19일 한국거래소에 따르면 이달 1일부터 16일까지 외국인은 유가증권시장에서,https://etoday.co.kr/news/view/2604833,000660_evt_427,000660_gold_035,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
538:000660,538,000660,2026-07-19T00:50:00+00:00,"외국인, 국내 주식 12조 팔고 ETF는 6000억 순매수","반면 KODEX SK하이닉스 단일종목레버리지(-790억원), TIGER 미국S&P500(-485억원), TIGER SK하이닉스 단일종목레버리지(-464억원), KODEX 삼성전자단일종목레버리지(-365억원) 등은 순매도 상위 종목에 이름을 올렸다. 단일...","외국인, 국내 주식 12조 팔고 ETF는 6000억 순매수 금융·증권 입력 2026-07-19 09:49:06 수정 2026-07-19 09:49:06 이지영 기자 0개 [서울경제TV=이지영기자] 이달 들어 외국인 투자자들이 국내 주식을 12조원 넘게 순매도한 반면 상장지수펀드(ETF)는 6000억원 가까이 순매수한 것으로 나타났다. 현물 주식 비중은 줄이",https://sentv.co.kr/article/view/sentv202607190002,000660_evt_427,000660_gold_035,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
554:000660,554,000660,2026-07-19T00:19:00+00:00,"외국인, 국내 주식 12조 던지고 ETF 6000억 샀다",된 단일종목 레버리지 상품에서는 종목별 희비가 엇갈렸다. 외국인은 삼성전자 단일종목 레버리지 7종을 227억원 순매수했다. 반면 SK하이닉스 단일종목 레버리지 7종은 1221억원을 순매도해 온도차를 보였다．,"등록 2026.07.19 09:19:40 수정 2026.07.19 09:38:25 이재명 대통령, ""문화 힘으로 인류 유산 지키고 세계평화에 기여"" 국내 최대 파충류·양서류 박람회, '2026 코리아 렙타일쇼' ""불길 안 잡히는 쿠팡 물류센터 붕괴 위험에 주민 긴급 대피령 인천의 한 물류센터에서 발생한 불이 확산돼 이틀째 진화 작업이 이어지는 가운데, 지방",https://newsis.com/view/NISX20260719_0003713879,000660_evt_439,000660_gold_035,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
452:000660,452,000660,2026-07-19T02:10:00+00:00,"외국인, 이달 국내 주식 12조 팔고 ETF 6000억 사들여","반대로 ‘KODEX SK하이닉스 단일종목 레버리지’(-790억원), ‘TIGER 미국 S&P500’(-485억원), ‘TIGER SK하이닉스 단일종목 레버리지’(-464억원), ‘KODEX 삼성전자 단일종목 레버리지’(-365억원) 등은 순매도 상위...",이 같은 외국인 매도세가 증시 하방 압력으로 작용했다. 코스피 지수는 지난달 30일 종가 8476.48에서 이달 16일 6820.60까지 하락했다. 외국인이 5거래일 연속 순매도에 나섰던 1일부터 7일까지 기간 중 상승한 날은 3일(5.76%) 하루에 그쳤다. 반면 ETF 시장에서는 상반된 흐름이 관찰됐다. 같은 기간 외국인은 국내 ETF를 5937억원어치,https://edaily.co.kr/news/newspath.asp?newsid=01413686645516160,000660_evt_439,000660_gold_035,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
43:000660,43,000660,2026-07-19T12:58:00+00:00,외국인 이달 포트폴리오 보니⋯국내 주식 12조 팔고 ETF 6천억 담고,"외국인은 지난 1~16일 삼성전자 단일종목 레버리지 7종을 227억원 순매수했으나 SK하이닉스 단일종목 레버리지 7종은 1221억원 순매도했다. 금융투자업계 한 관계자는 ""외국인이 특정 방향성에 베팅했다고...","[아이뉴스24 김효진 기자] 외국인 투자자들이 이달 들어 국내 주식을 총 12조원 이상 순매도했지만, 상장지수펀드(ETF)는 6000억원 가까이 사들인 것으로 나타났다. [사진=연합뉴스 ] 19일 한국거래소와 코스콤 CHECK에 따르면 지난 1~16일 외국인은 유가증권시장에서 12조1022억원, 코스닥에서 3381억원을 각각 순매도했다. 반면 ETF에서는",http://inews24.com/view/1986627,000660_evt_439,000660_gold_035,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00,SU_00148cb040,14,14,2,7,2026-07-18T22:27:00+00:00,2026-07-19T12:58:00+00:00
1492:000660,1492,000660,2026-07-19T01:04:00+00:00,삼성 브랜드 가치 빅테크 8위 SK하이닉스 1계단 상승 28위,"상위 100위 내에 포함된 한국 기업은 삼성을 비롯해 SK하이닉스 , LG, 쿠팡, 네이버 등 5곳으로 나타났다. 삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해보다 높아지며 국내 기업으로 유일하게 상위 10위...","영국 브랜드 파이낸스 조사…韓 LG·쿠팡·네이버 100위 안에 들어 삼성이 올해 글로벌 빅테크 기업 가치 평가에서 지난해보다 높아지며 국내 기업으로 유일하게 상위 10위 안에 들었다. 상위 100위 내에 포함된 한국 기업은 삼성을 비롯해 SK하이닉스, LG, 쿠팡, 네이버 등 5곳으로 나타났다. 19일 영국의 글로벌 브랜드 평가 전문 컨설팅업체 '브랜드 파",http://smedaily.co.kr/news/articleView.html?idxno=360459,000660_evt_453,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
238:000660,238,000660,2026-07-19T06:26:00+00:00,삼성 8위·SK하이닉스 28위…AI 훈풍에 브랜드 가치 동반 상승,삼성전자와 SK하이닉스 가 인공지능(AI) 반도체 시장 호조에 힘입어 글로벌 기술 브랜드 가치 평가에서 나란히 상승세를 기록했다. 고대역폭메모리(HBM)를 중심으로 한 AI 메모리 경쟁력이 실적 개선으로 이어지면서...,[파이낸셜뉴스]삼성전자와 SK하이닉스가 인공지능(AI) 반도체 시장 호조에 힘입어 글로벌 기술 브랜드 가치 평가에서 나란히 상승세를 기록했다. 고대역폭메모리(HBM)를 중심으로 한 AI 메모리 경쟁력이 실적 개선으로 이어지면서 브랜드 가치 상승을 견인한 것으로 분석된다. 19일 영국 브랜드 가치 평가기관 브랜드파이낸스가 발표한 '테크놀로지 100 2026',http://fnnews.com/news/202607191458447572,000660_evt_453,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
532:000660,532,000660,2026-07-19T01:08:00+00:00,"삼성, 글로벌 테크 브랜드 가치 8위···한국 기업 유일 '톱10' - 뉴스웨이","국내 기업 중에서는 SK하이닉스 가 28위로 가장 높은 순위를 기록했고 LG(44위), 쿠팡(49위), 네이버(95위)가 100위권에 포함됐다. 한국 기업은 지난해와 같은 5개사가 이름을 올렸다. 다만 글로벌 브랜드 지형에서는...","국내 게임업계가 연이은 저작권 침해 소송에 휘말리며 표절 논란이 가열되고 있다. 법원은 최근 게임 시스템·UI 등은 저작권 보호 대상이 아니라고 판결했으나, 사례마다 창작성 인정 여부가 달라져 논쟁이 이어진다. AI 활용 등으로 향후 분쟁이 더욱 늘어날 수 있다는 우려가 나온다. 가상자산 이용자 보호법 시행 2년···당국, 제도·감시 강화 속도낸다 금융당국",https://newsway.co.kr/news/view?ud=2026071910064728114,000660_evt_454,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1443:000660,1443,000660,2026-07-19T02:07:00+00:00,"삼성, 브랜드 가치 974억달러로 세계 8위…국내 기업 중 유일 톱10","국내 두 번째로 높은 가치를 인정받은 기업은 SK하이닉스 로 지난해보다 한 계단 오른 28위를 기록했다. LG는 8계단 내린 44위, 우리 기업으로 분류된 쿠팡은 한 계단 내려간 49위였다. 네이버는 5계단 오른 95위로...",연합뉴스삼성의 브랜드 가치가 올해 974억1500만달러(약 144조1000억원)로 평가돼 세계 기술 브랜드 가운데 8위를 기록했다. 지난해(894억2700만달러)보다 8.9% 증가했지만 순위는 한 계단 내려갔다. 19일 업계에 따르면 영국의 글로벌 브랜드 평가 전문 컨설팅업체 '브랜드 파이낸스'가 최근 발표한 '2026년 톱 100 테크 브랜드'에서 삼성은,https://nocutnews.co.kr/news/6549826,000660_evt_454,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
1343:000660,1343,000660,2026-07-19T03:53:00+00:00,"“삼성이 또 해냈다”…세계 브랜드 가치 8위, 한국 기업 유일 ‘톱10’ 올라","국내 기업 가운데서는 SK하이닉스 가 지난해보다 한 계단 오른 28위로 삼성의 뒤를 이었다. LG는 44위, 한국 기업으로 분류된 쿠팡은 49위, 네이버는 95위를 기록했다. 이들 5개 기업은 지난해에 이어 2년 연속 세계...",삼성의 브랜드 가치가 올해 약 144조원으로 평가되며 글로벌 테크 브랜드 8위에 올랐다. 세계 10위권에 이름을 올린 한국 기업은 삼성이 유일했다. 다만 중국 기업들의 브랜드 가치가 큰 폭으로 상승하면서 한국 기업이 차지하는 비중은 소폭 낮아졌다. 19일 업계에 따르면 영국 글로벌 브랜드 평가 전문 컨설팅업체 브랜드 파이낸스가 발표한 ‘2026년 톱 100,https://sedaily.com/article/20069077?ref=naver,000660_evt_454,000660_gold_034,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,29,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00,SU_8fad401d86,38,38,2,32,2026-07-18T22:05:00+00:00,2026-07-19T10:40:00+00:00
